iter	RMSE
226	4.566147271
227	4.562785818
228	4.559103608
229	4.558598673
230	4.557890877
231	4.555735932
232	4.554319727
233	4.549674862
234	4.548470912
235	4.546824658
236	4.546390268
237	4.544717814
238	4.54362452
239	4.541908976
240	4.538477576
241	4.534387789
242	4.53319445
243	4.528962006
244	4.527272506
245	4.526104415
246	4.523852147
247	4.52343278
248	4.518045368
249	4.513392783
250	4.506869516
251	4.502894644
252	4.499629422
253	4.495163949
254	4.491842744
255	4.490788097
256	4.487747185
257	4.48402803
258	4.481762435
259	4.478864774
260	4.475771022
261	4.471595727
262	4.469951667
263	4.46733503
264	4.461860682
265	4.456844866
266	4.450522247
267	4.450230632
268	4.447119223
269	4.442253147
270	4.441592231
271	4.436243492
272	4.432083337
273	4.430293283
274	4.42715368
275	4.424038975
276	4.42116476
277	4.41490668
278	4.414435835
279	4.414175353
280	4.411568298
281	4.405788062
282	4.401664491
283	4.395879822
284	4.395586595
285	4.391886329
286	4.386114388
287	4.379251597
288	4.376067443
289	4.368840915
290	4.365552039
291	4.358569809
292	4.352712369
293	4.351999968
294	4.347498851
295	4.345469392
296	4.339326806
297	4.332798297
298	4.33052623
299	4.326903092
300	4.324316211
301	4.321692636
302	4.318235952
303	4.31711976
304	4.312596954
305	4.312329736
306	4.309312619
307	4.306345668
308	4.303769593
309	4.297869544
310	4.295488481
311	4.289932158
312	4.286447136
313	4.285876276
314	4.279925468
315	4.275169733
316	4.27241563
317	4.270622964
318	4.26767738
319	4.267036565
320	4.26032803
321	4.259723808
322	4.255932951
323	4.250429211
324	4.244463062
325	4.240832225
326	4.236828226
327	4.230861518
328	4.224582362
329	4.218762578
330	4.217103119
331	4.214399432
332	4.21057911
333	4.204528865
334	4.203827466
335	4.198884229
336	4.193385457
337	4.192561465
338	4.192171829
339	4.188890751
340	4.183537838
341	4.177618573
342	4.176624828
343	4.171212186
344	4.170829442
345	4.165097277
346	4.158898752
347	4.152841928
348	4.148084349
349	4.147120394
350	4.141638834
351	4.140731123
352	4.139700869
353	4.134048791
354	4.133680583
355	4.128692206
356	4.12759378
357	4.126749863
358	4.123529527
359	4.118576585
360	4.114807863
361	4.107907991
362	4.105685851
363	4.100395276
364	4.096988728
365	4.096445065
366	4.096194441
367	4.090903288
368	4.087988461
369	4.084928057
370	4.080904346
371	4.076620268
372	4.071926035
373	4.069040722
374	4.065064177
375	4.060860865
376	4.058391857
377	4.054454464
378	4.04953441
379	4.04516873
380	4.040185663
381	4.037623157
382	4.033045025
383	4.029675262
384	4.023989891
385	4.021758295
386	4.020349971
387	4.014805016
388	4.011734212
389	4.006954243
390	4.005004059
391	4.001562052
392	3.999301095
393	3.994692228
394	3.992335494
395	3.991454449
396	3.98732499
397	3.985850057
398	3.982451224
399	3.977468199
400	3.972199902
401	3.968761529
402	3.965790437
403	3.960747552
404	3.960417905
405	3.95757148
406	3.952286535
407	3.951067086
408	3.94884426
409	3.947992775
410	3.942550583
411	3.937415916
412	3.934138979
413	3.929593489
414	3.926845044
415	3.923077445
416	3.919374538
417	3.915484383
418	3.912754373
419	3.907266667
420	3.905182665
421	3.902166812
422	3.89850781
423	3.895405167
424	3.893819595
425	3.889576599
426	3.885640079
427	3.88250325
428	3.881261717
429	3.877998818
430	3.877939314
431	3.873801744
432	3.873055644
433	3.870392017
434	3.866087773
435	3.865779821
436	3.86554561
437	3.862020818
438	3.857918252
439	3.857342045
440	3.857050038
441	3.854440458
442	3.853613509
443	3.849122661
444	3.843459192
445	3.838367346
446	3.834727159
447	3.834542377
448	3.829892515
449	3.826944455
450	3.822746709
451	3.820308557
452	3.814491621
453	3.810193023
454	3.809907673
455	3.806912285
456	3.803896968
457	3.803178321
458	3.799971594
459	3.796046031
460	3.791684118
461	3.790952858
462	3.786540488
463	3.784131925
464	3.782370952
465	3.776790445
466	3.775875769
467	3.773705593
468	3.770772278
469	3.770324332
470	3.764779563
471	3.764510229
472	3.759854685
473	3.754772988
474	3.753111525
475	3.750252618
476	3.749234269
477	3.7483188
478	3.743760259
479	3.73925367
480	3.737297711
481	3.733503853
482	3.729375376
483	3.727146998
484	3.722371335
485	3.718265001
486	3.714941047
487	3.71176578
488	3.71030854
489	3.708384494
490	3.7063367
491	3.702801507
492	3.699090726
493	3.69659713
494	3.692520702
495	3.691407592
496	3.686665562
497	3.685248026
498	3.684989128
499	3.68351954
500	3.681613278
501	3.679544697
502	3.676373294
503	3.67516495
504	3.674626048
505	3.67237537
506	3.671993049
507	3.671750209
508	3.669568854
509	3.666587484
510	3.663664802
511	3.661985041
512	3.660186889
513	3.658338672
514	3.655699358
515	3.653743914
516	3.65115461
517	3.649107689
518	3.64683876
519	3.646423227
520	3.642420042
521	3.640280464
522	3.637851042
523	3.636038425
524	3.635355369
525	3.631347079
526	3.627680249
527	3.625581316
528	3.624823812
529	3.620327521
530	3.617130287
531	3.613164056
532	3.608853695
533	3.60826212
534	3.604284773
535	3.599820541
536	3.59757055
537	3.593426518
538	3.5904514
539	3.586548497
540	3.585699254
541	3.582950926
542	3.582412693
543	3.581687018
544	3.57906376
545	3.577456589
546	3.576245237
547	3.574683333
548	3.573497584
549	3.573306022
550	3.569322835
551	3.56544998
552	3.563062079
553	3.558082303
554	3.557552266
555	3.553617337
556	3.550304834
557	3.547340902
558	3.544602514
559	3.541116217
560	3.539888775
561	3.537848271
562	3.534823187
563	3.533536286
564	3.528385027
565	3.524965415
566	3.522725667
567	3.520185265
568	3.520048585
569	3.517220676
570	3.515329305
571	3.514156749
572	3.512968439
573	3.511710826
574	3.510283175
575	3.506834671
576	3.501019676
577	3.498147506
578	3.497879149
579	3.494156581
580	3.490787203
581	3.487647983
582	3.487191634
583	3.485913402
584	3.485362876
585	3.480353322
586	3.478240142
587	3.476119496
588	3.474865433
589	3.472198167
590	3.470605498
591	3.46910695
592	3.467034506
593	3.463653154
594	3.461247867
595	3.456504995
596	3.456379025
597	3.451105269
598	3.449466266
599	3.446609686
600	3.445713541
601	3.443161654
602	3.442707067
603	3.442522269
604	3.441240711
605	3.439896143
606	3.435821818
607	3.433306885
608	3.429674011
609	3.429268213
610	3.429013043
611	3.427975046
612	3.425895282
613	3.423198456
614	3.421736218
615	3.420465975
616	3.417256854
617	3.416310839
618	3.41617377
619	3.416074042
620	3.414428457
621	3.412615971
622	3.409798283
623	3.405889349
624	3.403175794
625	3.403067163
626	3.401804996
627	3.400777588
628	3.396937012
629	3.396133065
630	3.39257045
631	3.388731159
632	3.386736349
633	3.385089784
634	3.381529453
635	3.37785953
636	3.374645413
637	3.370197408
638	3.368451093
639	3.365377514
640	3.365264052
641	3.360748012
642	3.356696662
643	3.355127786
644	3.352231079
645	3.347727407
646	3.343653341
647	3.341615018
648	3.338413594
649	3.33598549
650	3.334141693
651	3.333758562
652	3.33100134
653	3.3278855
654	3.325835537
655	3.324809708
656	3.323593357
657	3.322253348
658	3.318970689
659	3.317712104
660	3.3144043
661	3.312465295
662	3.311256151
663	3.308412908
664	3.306251241
665	3.303216163
666	3.298245968
667	3.296671351
668	3.293360633
669	3.291231545
670	3.290752397
671	3.288721195
672	3.287205368
673	3.28461851
674	3.282979417
675	3.27928987
676	3.2788558
677	3.277210366
678	3.274639441
679	3.272051338
680	3.270287756
681	3.267245817
682	3.263610047
683	3.260539889
684	3.257348738
685	3.25281641
686	3.249078896
687	3.248994125
688	3.246492572
689	3.24454775
690	3.241642093
691	3.24036993
692	3.240278564
693	3.237409003
694	3.236622475
695	3.23395344
696	3.232970493
697	3.231194219
698	3.227673693
699	3.225204941
700	3.224463109
701	3.222637445
702	3.221378938
703	3.218377681
704	3.214741073
705	3.212276815
706	3.211281736
707	3.210255733
708	3.21013081
709	3.207515098
710	3.204724176
711	3.201819671
712	3.198601121
713	3.196240313
714	3.193486572
715	3.189902253
716	3.187939201
717	3.187090079
718	3.186047655
719	3.183722561
720	3.181449866
721	3.179592909
722	3.177968894
723	3.175758481
724	3.175237791
725	3.173939836
726	3.17253782
727	3.171325427
728	3.169750698
729	3.167588229
730	3.163328634
731	3.163246595
732	3.158847244
733	3.15742275
734	3.154376087
735	3.1528177
736	3.149360584
737	3.148992441
738	3.148112772
739	3.146973112
740	3.146346612
741	3.145020836
742	3.143442933
743	3.140343324
744	3.140015934
745	3.138607728
746	3.135799443
747	3.134106755
748	3.133017643
749	3.132206712
750	3.128740537
751	3.124943121
752	3.124123576
753	3.123076625
754	3.119805022
755	3.118497901
756	3.116050981
757	3.113732853
758	3.111019822
759	3.108360264
760	3.10515929
761	3.103525828
762	3.100959788
763	3.10063303
764	3.099517935
765	3.097513982
766	3.095642205
767	3.094327199
768	3.090328355
769	3.089475563
770	3.08839567
771	3.086810171
772	3.084787921
773	3.083257417
774	3.080290293
775	3.079524044
776	3.078513948
777	3.07832295
778	3.074162129
779	3.073505718
780	3.069959885
781	3.06884823
782	3.067469559
783	3.064522071
784	3.062151413
785	3.0608087
786	3.05980381
787	3.058031339
788	3.057450742
789	3.053663563
790	3.049795649
791	3.048749606
792	3.044948719
793	3.042191529
794	3.041978101
795	3.041340137
796	3.039950988
797	3.038197637
798	3.036194105
799	3.033951804
800	3.032910613
801	3.031345142
802	3.030187805
803	3.030107602
804	3.026427706
805	3.022910905
806	3.020733488
807	3.019992181
808	3.01804496
809	3.014060709
810	3.010137278
811	3.008272854
812	3.006478036
813	3.005089373
814	3.00077755
815	3.00004039
816	2.998427129
817	2.995335419
818	2.993599996
819	2.992064057
820	2.991720933
821	2.990803626
822	2.988754941
823	2.986649459
824	2.983116073
825	2.981664797
826	2.978926192
827	2.977600527
828	2.975082596
829	2.971491032
830	2.970879986
831	2.970047786
832	2.969577921
833	2.966762148
834	2.96531135
835	2.96267575
836	2.961755789
837	2.960773953
838	2.958104172
839	2.957753832
840	2.956495978
841	2.952665877
842	2.950190098
843	2.948892905
844	2.947557565
845	2.946398405
846	2.943714724
847	2.942106673
848	2.938206892
849	2.937666145
850	2.934770413
851	2.93436552
852	2.931694327
853	2.929079264
854	2.926209082
855	2.924389283
856	2.920320052
857	2.917701487
858	2.913727456
859	2.912100734
860	2.910615876
861	2.910563488
862	2.907286119
863	2.90388573
864	2.899793238
865	2.897797001
866	2.896875004
867	2.895324625
868	2.892840723
869	2.890730433
870	2.88960299
871	2.887229102
872	2.883718528
873	2.880476542
874	2.879647233
875	2.87897853
876	2.878739351
877	2.877132449
878	2.876200475
879	2.873604727
880	2.870437819
881	2.86932903
882	2.868110571
883	2.867641366
884	2.866210688
885	2.862585956
886	2.86235565
887	2.860192619
888	2.857214616
889	2.855527125
890	2.855285227
891	2.852944983
892	2.852842751
893	2.849284608
894	2.847605504
895	2.845907012
896	2.84289877
897	2.840179596
898	2.839369939
899	2.837674535
900	2.836166347
901	2.834401433
902	2.832814748
903	2.83192726
904	2.829391012
905	2.828350614
906	2.826419758
907	2.823501165
908	2.821014759
909	2.818386159
910	2.818157663
911	2.815744928
912	2.812995763
913	2.811850883
914	2.809117092
915	2.807884535
916	2.806952457
917	2.803338298
918	2.801183668
919	2.800900588
920	2.798199058
921	2.796587507
922	2.796048981
923	2.794525148
924	2.793690357
925	2.791372726
926	2.790880156
927	2.790647427
928	2.787451068
929	2.787065175
930	2.785249184
931	2.78330411
932	2.782107455
933	2.780206611
934	2.776816356
935	2.774239653
936	2.771643184
937	2.771592004
938	2.770640868
939	2.769619384
940	2.768543256
941	2.765823195
942	2.765553684
943	2.762725478
944	2.759794595
945	2.757336428
946	2.757117281
947	2.755431776
948	2.752258574
949	2.749922524
950	2.747795643
951	2.744741069
952	2.74286192
953	2.742673243
954	2.740232866
955	2.737357943
956	2.736062512
957	2.732215132
958	2.729447894
959	2.728396304
960	2.72597548
961	2.725481931
962	2.723974408
963	2.722494153
964	2.721414715
965	2.720438034
966	2.71814319
967	2.717020553
968	2.716560507
969	2.715956753
970	2.715884843
971	2.715517385
972	2.713350662
973	2.712170087
974	2.711962007
975	2.710068051
976	2.709186499
977	2.70762238
978	2.707423178
979	2.704871662
980	2.70295855
981	2.699953053
982	2.698761682
983	2.69691257
984	2.696183003
985	2.693732717
986	2.691422804
987	2.690391628
988	2.687240579
989	2.685905149
990	2.68445948
991	2.682973741
992	2.68081195
993	2.679220814
994	2.679131666
995	2.677551125
996	2.676922403
997	2.675027417
998	2.67333911
999	2.672054977
